ID , ancient_name , present_name , alternative_name , aqueduct_name
499 ,HADRIANOPOLIS ,near Driana - Daryanak ,,
623 ,HADRUMETUM ,Sousse ,JUSTINIANOPOLIS ,
1374 ,HALAESA ,Tusa ,Ἄλαισα, ALAESA, HALESA ,
1022 ,HATRIA ,Atri ,,
913 ,HELVIA RICINA ,Villa Potenza ,,
663 ,HERACLEA ,Eregli ,,
1114 ,HERACLEA LYNCESTIS ,Bitola ,,
1046 ,HERACLEIA AD LATMOS ,Kapıkırı ,,
1041 ,HERACLEIA SALBAKE ,Vakıf ,HERAKLEIA SALBAKOS ,
391 ,HERCULANEUM ,Ercolano ,,
919 ,HERDONIA ,Ordona ,,
1180 ,HERMIONE ,,,
1284 ,HERODEION ,el Fureidis ,,aqueduct C (Amit2002)
322 ,HERODEION ,el Fureidis ,,aqueduct B (Amit 2002)
601 ,HIERAPOLIS ,Memdidj - Manbiy ,BAMBYKE ,
806 ,HIERAPOLIS PHRYGIAE ,Pamukkale ,,Kocapınar aqueduct
807 ,HIERAPOLIS PHRYGIAE ,Pamukkale ,,Müştek aqueduct
664 ,HIERAPOLIS PHRYGIAE ,Pamukkale ,,western aqueduct
324 ,HIERIOUS ,Jericho ,Tulul abu el Alaiq ,
605 ,HIPPO DIARRHYTUS ,Aïn Damous ,Aïn Nadour , Bizerte ,
16 ,HIPPO REGIUS ,Annaba ,Bône ,Bou Zizi
325 ,HIPPOS ,Horvat Susita ,Sussita ,lower aqueduct
326 ,HIPPOS ,Horvat Susita ,,Upper Aqueduct
571 ,HISPALIS ,Sevilla ,,Caños de Carmona
446 ,HISPELLUM ,Spello ,,
942 ,HISTONIUM ,Vasto ,,acquedotto delle Luci
970 ,HISTRIA ,Histria ,,
1081 ,HORREUM MARGI ,Ćuprija ,,
823 ,HUNNUM ,Haltonchesters ,,
1323 ,HYRKANIA ,Khirbet Mird ,KASTELLI , HYRCANIA ,
323 ,HYRKANIA ,Khirbet Mird ,KASTELLI , HYRCANIA ,
86 ,IADER ,Zadar ,Zara ,
1166 ,IANTINUM ,Meaux ,,
668 ,IASOS ,Asinkalesi ,IASSOS ,
666 ,IDEBESSOS ,Kozagaci ,,
17 ,IDICRA ,Aziz ben Tellis ,,
327 ,IERUSALEM ,Jerusalem ,ירושלים, ‏القدس, Ἱεροσόλυμa ,Arrub aqueduct
983 ,IERUSALEM ,Jerusalem ,ירושלים, ‏القدس, Ἱεροσόλυμa ,Upper aqueduct
1257 ,IERUSALEM ,Jerusalem ,ירושלים, ‏القدس, Ἱεροσόλυμa ,lower aqueduct, low level aqueduct
1258 ,IERUSALEM ,Jerusalem ,ירושלים, ‏القدس, Ἱεροσόλυμa ,Wadi el Biyar aqueduct
1014 ,IGABRUM ,,,
904 ,IGILIUM ,Isola di Giglio ,,
543 ,ILIBERRI ,Granada ,,
1001 ,ILIPLA ,Niebla ,,
667 ,ILIUM ,Troia ,,
993 ,ILURCO ,Pinos Puente ,,
1189 ,INIA ,,,
393 ,INTERAMNA LIRENAS ,Pignataro Interamna ,,
923 ,INTERAMNA NAHARS ,Terni ,,
9 ,IOL CAESAREA ,Cherchel ,Caesarea de Mauretanie ,eastern aqueduct
10 ,IOL CAESAREA ,Cherchel ,Caesarea de Mauretanie ,south gate aqueduct
1384 ,ISCA ,Caerleon ,,
279 ,ISTHMIA ,Kyra Vrisi ,,
546 ,ITALICA ,Santiponce ,,
943 ,IULIA CONCORDIA ,Concordia Sagittaria ,,
959 ,IULIABONA ,Lillebonne ,,
924 ,IULIUM CARNICUM ,Zuglio ,,
1086 ,IUSTINIANA PRIMA ,Caričin grad ,,
1181 ,KALABRYTA ,Kalavryta ,Καλάβρυτα ,
1182 ,KAMARI ,Kamari ,,
281 ,KAMIROS ,Kamiros ,,
90 ,KARPASIA ,Rizokarpaso ,,
665 ,KASTABALA ,Bodrun Kalesi ,HIERAPOLIS ,east aqueduct
669 ,KATABOLOS ,Muttalip Höyügü ,MOUTLOUBAKE ,
670 ,KERAMOS ,Ören ,,
93 ,KERYNEIA ,Kyrenia ,KERYNIA ,
1190 ,KISSAMOS ,,POLYRHENNIA ,
810 ,KITANAURA ,Gölcük ,,
1044 ,KNIDOS ,Yazıköy - Datça ,,
674 ,KOROPASSOS ,Dagpazari ,,
809 ,KORYDALLA ,Kumluca ,,
289 ,KOUPHONISI ,Kouphonisi ,LEUKE, LEUCE ,south aqueduct
1191 ,KOUPHONISI ,Kouphonisi ,LEUKE ,east aqueduct
91 ,KOURION ,Kourion ,,
92 ,KOURION ,Kourion ,,
299 ,KRENIDES ,Krenides ,Philippi, PHILIPPOI ,
1329 ,LABRANDA ,,,
999 ,LACIPO ,Casares ,,
1386 ,LAGENTIUM ,Castleford ,,
1330 ,LAGINA ,,,
536 ,LAMA ,El Campillo ,,
18 ,LAMASBA ,Henchir Merwana ,Henchir Merouana ,Aqua Claudiana
19 ,LAMBAESIS ,Lambèse ,,Ain Drin
20 ,LAMBAESIS ,Lambèse ,,Ain Bou Benanna
21 ,LAMBAESIS ,Lambèse ,,Ain el Bled
22 ,LAMBAESIS ,Lambèse ,,Khalia
1225 ,LAMBIRIDI ,L’ enchir kherbet Ouled Arif ,,
1177 ,LAMIA ,,,
23 ,LAMSORTI ,Henchire Mafouna ,,
795 ,LANUVIUM ,Lanuvio ,,acquedotto Caratti
675 ,LAODICEA AD LYCUM ,Eski Hisar ,,
1201 ,LAODICEA AD MARE ,Latakia ,,
813 ,LAPPA ,Argyroupoli ,,
1335 ,LARISA ,Menemen ,,
467 ,LAURENTIUM ,Tor Paterno ,Castel Porziano, VICUS AUGUSTANUS LAUREN ,
730 ,LAVATRAE ,Bowes ,,
395 ,LAVINUM ,Pratica di Mare ,,
331 ,LEGIO ,Kefar 'Othnai ,MAXIMIANOPOLIS ,
547 ,LEGIO VII GEMINA ,León ,,
24 ,LEMELLEF ,Bel Imour ,,
788 ,LEMINCUM ,Lémenc ,,
854 ,LEPTIS MAGNA ,Lebda ,LEPCIS MAGNA, NEAPOLIS, COLONIA ULPIA TR ,
1110 ,LEPTIS MINOR ,Lamta ,LEPTEMINUS, LEPTI MINUS ,
620 ,LEPTIS MINOR ,Lamta ,LEPTEMINUS, LEPTI MINUS ,Eastern aqueduct
1188 ,LEROS ,,,
396 ,LIBARNA ,Serravalle Scrivia ,,
851 ,LICODIA EUBEA ,Licodia Eubea ,,
398 ,LILYBAEUM ,Marsala ,,
1375 ,LIMONUM ,Poitiers ,,aqueduc de Vouneuil
186 ,LIMONUM ,Poitiers ,,Fleury
187 ,LIMONUM ,Poitiers ,,Cimeau
188 ,LIMONUM ,Poitiers ,,Basse Fontaine
676 ,LIMYRA ,Fineke ,,
285 ,LINDOS ,Lindos ,,
754 ,LINDUM ,Lincoln ,COLONIA LINDUM ,
778 ,LIVIANA ,Le Viala ,,
829 ,LIVIAS (?) ,Khirbet el-Hebbesa ,,
1065 ,LONDINIUM ,London ,,
752 ,LONGOVICIUM ,Lancaster ,,
593 ,LOUSONNA ,Lausanne ,,
1183 ,LOUTRO ,,,
853 ,LUCERIA ,Lucera ,,
828 ,LUCUS AUGUSTI ,Lugo ,,
397 ,LUCUS FERONIAE ,near Scorano ,,Aqua Augusta
773 ,LUGDUNUM ,Lyon ,,Yzeron-Craponne : Yzeron Branch
774 ,LUGDUNUM ,Lyon ,,Yzeron/Craponne : Vaugneray Branch
775 ,LUGDUNUM ,Lyon ,,Yzeron-Craponne:Grezieu, Common branches
156 ,LUGDUNUM ,Lyon ,,Gier, Mont Pilat
157 ,LUGDUNUM ,Lyon ,,Mont d'Or
158 ,LUGDUNUM ,Lyon ,,La Brévenne
159 ,LUGDUNUM ,Lyon ,,Craponne/Yzeron
194 ,LUGDUNUM CONVENARUM ,Saint Bertrand de Comminges ,,
1126 ,LUGUVALLIUM ,Carlisle ,,
908 ,LUNI ,Luni ,,
182 ,LUTETIA PARISIORUM ,Paris ,Wissous, Arcueil ,aqueduc de Lutèce
287 ,LYKTOS ,Lyttos ,Liktos ,
491 ,MACHAERUS ,Mukawir ,,
612 ,MACTARIS ,Maktar ,Macteur ,
25 ,MADAUROS ,Mdaourouch ,,
889 ,MAGNESIA AD MEANDRUM ,,,
1277 ,MAGNESIA AD MEANDRUM ,,,
677 ,MAGNESIA AD SYLPHUM ,Manisa ,,
678 ,MAGYDOS ,Lara Manastir ,,
549 ,MALACA ,Malaga ,,San Telmo
155 ,MALLIACUM ,Luynes ,,
1184 ,MANTINEIA ,,,
288 ,MARATHON ,Plasi ,,
1207 ,MARCIANOPOLIS ,Devnya ,,
1079 ,MARGUM ,Dubravica ,,
330 ,MASADA ,Marda ,,
1208 ,MASCULA ,Khenchela ,Aïn Chabor ,
879 ,MASSILIA ,Marseille ,,
912 ,MATELICA ,Matelica ,,
1083 ,MEDIANA ,Brzi Brod ,,
197 ,MEDIOLANUM SANTONUM ,Saintes ,,addition Douhet +Venerand Sources
198 ,MEDIOLANUM SANTONUM ,Saintes ,,2nd Aqueduct Ft Morrilon, Douhet,Veneran
767 ,MEDIOLANUM SANTONUM ,Saintes ,,Font Morrilon - Fons Copertus
291 ,MEGALOPOLIS ,Megalopolis ,,
290 ,MEGARA ,Megara ,,
1228 ,MELITA ,Mdina ,,
963 ,MELLARIA ,Valdevaqueros, Tarifa ,Fuente Obejuna, Masatrigo ,
1138 ,MELOS ,Melos ,,
611 ,MENINX ,Jerba ,,
292 ,METHYMNA ,Mithimna ,,
679 ,METROPOLIS ,Yeniköy ,,
399 ,MEVANIA ,Bevagna ,,
400 ,MEVANIOLA ,near Galeate ,,
680 ,MILETUS ,Milete ,,Stephania
1241 ,MILETUS ,Milete ,,Jeralex
26 ,MINA ,Ighil Izane ,Relizane ,
401 ,MINTURNAE ,Minturno ,,
540 ,MIROBRIGA ,Ciudad Rodrigo ,,
402 ,MISENUM ,Miseno ,,AQUA AUGUSTA, acquedotto Claudio, Serino
247 ,MOGONTIACUM ,Mainz ,,
1236 ,MONS PORPHYRITES ,,,
681 ,MOPSUESTIA ,Yakapinar ,,
1059 ,MORGANTINA ,,,
1385 ,MORIDUNUM ,Carmarthen ,,
294 ,MYKENE ,Mykene ,,
1282 ,MYLASA ,Milas ,,Belcin
682 ,MYLASA ,Milas ,,
812 ,MYRA ,Demre ,,
293 ,MYTILENE ,Mitiline ,,
1082 ,NAISSUS ,Niš ,,
257 ,name unknown ,Saarbrücken ,,Halbergtunnel
513 ,name unknown ,Comenda ,,
2 ,name unknown ,Ain Ferhat ,,
514 ,name unknown ,Elvas ,Correio Mor ,
1026 ,name unknown ,Shuni ,Ramat Hanadiv ,older aqueduct
3 ,name unknown ,Ain Grimidi ,Ced el Djir ,
771 ,name unknown ,Ksar Fatma ,,
4 ,name unknown ,Ain el Kerma ,,
1031 ,name unknown ,hazor ,Tel Hazor ,
1287 ,name unknown ,Raiano ,,acquedotto delle Vuccole
1289 ,name unknown ,Ponte del Ponte ,,
1290 ,name unknown ,San Polo Piave ,,
1291 ,name unknown ,Saint-Moré ,,
1036 ,name unknown ,Alamillo ,Puerto de Mazarrón, Murcia ,
1292 ,name unknown ,Gannes ,,
1037 ,name unknown ,casa de la Ermita ,,
1293 ,name unknown ,Ain Kharoub ,,
1038 ,name unknown ,Marisparza ,Paraje de Marisparza ,
1294 ,name unknown ,Tizrout ,,
1295 ,name unknown ,Tschmarout ,,
528 ,name unknown ,Albatana ,,
1297 ,name unknown ,Petralia Soprana ,,
1298 ,name unknown ,Ain Cherchar ,,
1299 ,name unknown ,Farschweiler ,,
1300 ,name unknown ,Hermeskeil ,,
1301 ,name unknown ,Hörscheid ,,
1302 ,name unknown ,Lieser ,,
1303 ,name unknown ,Lingenfeld ,,
280 ,name unknown ,Kambos ,,
1304 ,name unknown ,Mehring ,,
1049 ,name unknown ,Alberca de Román ,,
1305 ,name unknown ,Neumagen ,,
1050 ,name unknown ,la Graya ,,
1306 ,name unknown ,Niederemmel ,,
1051 ,name unknown ,Karxa de los Estanquicos ,,
1307 ,name unknown ,Zeltingen-Rachtig ,,
1052 ,name unknown ,Perul ,,
1308 ,name unknown ,Wiltingen ,,
1053 ,name unknown ,Casa de los Cobos ,,
1309 ,name unknown ,Zemmer ,,
1054 ,name unknown ,Lorqui ,,
1310 ,name unknown ,Kefar ‘Aqabia ,,
1055 ,name unknown ,Monteagudo ,,
1056 ,name unknown ,Concarneau ,Villa Questel ,
1057 ,name unknown ,Mirebeau-sur-Bèze ,,
1313 ,name unknown ,Khirbet es Salam ,,
802 ,name unknown ,Almonacid de la Cuba ,Belchite ,
1058 ,name unknown ,St-Maurice-sur-Aveyron ,,
1314 ,name unknown ,Khallat ed-Danabiya ,,
1315 ,name unknown ,Khirbet ed Deir ,,
548 ,name unknown ,Lobón ,,
1316 ,name unknown ,En Farah ,,
805 ,name unknown ,Versoix ,,
1317 ,name unknown ,En Qilt ,,
551 ,name unknown ,Las Medulas ,,C-4
552 ,name unknown ,Las Medulas ,,C-5
553 ,name unknown ,Las Medulas ,,C-0
1321 ,name unknown ,La Bridoire ,,mur des Sarracens
554 ,name unknown ,Las Medulas ,,C-1
1066 ,name unknown ,Lyne roman fort ,,
1322 ,name unknown ,manot ,,
555 ,name unknown ,Las Medulas ,,C-2
556 ,name unknown ,Las Medulas ,,C-3
1068 ,name unknown ,Hamat Gader ,Hammat Gader ,
1324 ,name unknown ,San Liberato ,,
1325 ,name unknown ,Grottemurella ,,
1326 ,name unknown ,Ninfeo di Egeria ,,
47 ,name unknown ,Anthée ,,
1071 ,name unknown ,Fravitole ,,
1327 ,name unknown ,Canale della Mola ,,
48 ,name unknown ,Mettet ,villa Bauselene ,
560 ,name unknown ,Montefurado ,,
1072 ,name unknown ,Contursi ,,
1331 ,name unknown ,‘En Qobi ,,
1332 ,name unknown ,Qanat Bint el Kafir ,,
566 ,name unknown ,La Rambla de Carcauz ,Felix ,
1334 ,name unknown ,El Lejjun ,,
1336 ,name unknown ,Sarral ,,
58 ,name unknown ,Dolno Botevo ,,
826 ,name unknown ,Henchir es-Srira ,,
827 ,name unknown ,Rio Duerna ,,
1339 ,name unknown ,Chemillé-sur-Indrois ,,Aqueduc de la Ronde
317 ,name unknown ,Engaddi ,,
1342 ,name unknown ,Las Medulas ,,CN1
1343 ,name unknown ,Las Medulas ,,CN2
577 ,name unknown ,La Torre de Miguel Sesmero ,,
578 ,name unknown ,Torrente de Cinca ,,
1348 ,name unknown ,Chora (Naxos) ,,
583 ,name unknown ,Villarreal ,,
328 ,name unknown ,Kefar Amiqo ,Kefar Amiko ,
329 ,name unknown ,Kefar Hanania ,Kfar Hanania ,
1099 ,name unknown ,Souma el-Kiaba ,,
1355 ,name unknown ,Gavdos (Island) ,Γαύδος ,
1100 ,name unknown ,Henchir Oukhmida ,,
1102 ,name unknown ,Menaa ,,
79 ,name unknown ,Molindrio ,,
1103 ,name unknown ,Aïn Chabor ,,
1104 ,name unknown ,Ain Kharoubi ,,
1105 ,name unknown ,Bellezma ,,
1106 ,name unknown ,La Soukra ,,
96 ,name unknown ,Ain Um Dabadib ,,
1379 ,name unknown ,Adel ,,
613 ,name unknown ,Sidi Nasseur Allah ,,
614 ,name unknown ,Ksar el Guellal ,,aqueduct A
870 ,name unknown ,Passo Corese ,,
615 ,name unknown ,Ksar el Guellal ,,aqueduct B
871 ,name unknown ,Ronchi dei Legionari ,,
1127 ,name unknown ,Infernetto ,,
104 ,name unknown ,Ansignan ,,
616 ,name unknown ,Ksar es Soudane ,,
872 ,name unknown ,Kouass ,quas ,
1131 ,name unknown ,Sant´Egidio del monte Albino ,,
876 ,name unknown ,Torre del Greco ,,
877 ,name unknown ,Castelbaronia ,,
1389 ,name unknown ,Gherla ,,
110 ,name unknown ,Arthon-en-Retz ,,
1135 ,name unknown ,kazrik boğazı (Cizre) ,,
880 ,name unknown ,Tušpa ,Van Kalesi ,Minua canal
113 ,name unknown ,Balaruc-les-Bains ,,
1139 ,name unknown ,Roccarainola ,,qanat delle Fontanelle di Roccarainola
885 ,name unknown ,Albuccione ,,Tiburtina road aqueduct
886 ,name unknown ,San Jaime de Domenys ,,
1142 ,name unknown ,Roca di Papa - Arcioni ,,arcioni
376 ,name unknown ,Cava de' Tirreni ,,La Frestola
121 ,name unknown ,Puech Quinau ,,
1145 ,name unknown ,Chaouach ,,
1146 ,name unknown ,Henchir Chouégui ,,
1148 ,name unknown ,Henchir el-Baghla ,,
1151 ,name unknown ,Henchir Tefel ,,
128 ,name unknown ,Cabezac ,,aqueduct Cabezac- Les Jasses
1154 ,name unknown ,Bad Dürkheim ,,
1155 ,name unknown ,Blicquy ,,
1156 ,name unknown ,Cherichira ,Shurayshirah ,
133 ,name unknown ,Cavillargues ,,
1161 ,name unknown ,Cocheren-le-Herapel ,,
138 ,name unknown ,Culoz ,,
1162 ,name unknown ,Laneuville ,La Madeleine ,
1163 ,name unknown ,Vittel ,,
1165 ,name unknown ,Liffol-le-Grand ,,
1167 ,name unknown ,Truyes ,,
145 ,name unknown ,Fouqueure ,,
1170 ,name unknown ,Molacillos ,,
1171 ,name unknown ,Villa del Casale ,Piazza Armerina ,
1174 ,name unknown ,Nahal Zippori ,,
1175 ,name unknown ,Veroia ,,
160 ,name unknown ,Mailhac ,,
168 ,name unknown ,Moutier Rozeille ,,
1194 ,name unknown ,Plan de Barasson ,SUMMUS POENINUS, Combe des Morts ,
428 ,name unknown ,Roccalvecce ,,
1202 ,name unknown ,Villa de Vareilles ,,
183 ,name unknown ,Villa de Vareilles ,,
189 ,name unknown ,Richeaume ,Puyloubier ,
445 ,name unknown ,Villa del Convento dei Cappuccini ,,
1217 ,name unknown ,`En Boqeq ,,northern aqueduct
1218 ,name unknown ,`En Boqeq ,,southern aqueduct
195 ,name unknown ,Saint Etienne de l'Olm ,,
1219 ,name unknown ,fayence ,,
196 ,name unknown ,Saint Victor la Coste ,,
1220 ,name unknown ,Gacas ,Gasses ,
1221 ,name unknown ,gradina ,,
966 ,name unknown ,San Potito Sannitico ,,
1222 ,name unknown ,Henchira ,,
1223 ,name unknown ,kasrou ,,
201 ,name unknown ,Sauveterre ,,
463 ,name unknown ,Tivoli, villa of Manlius Vopiscus ,,
975 ,name unknown ,Henchir Mertoume ,,aqueduct Meslane - Mertoum
208 ,name unknown ,Thonon ,,
464 ,name unknown ,Tivoli, Colle Piano ,,
720 ,name unknown ,Meryamlik ,,
1232 ,name unknown ,Santa Francesca di Veroli ,,
465 ,name unknown ,Tivoli, Scalette ,,
468 ,name unknown ,Torre Mordillo ,,
214 ,name unknown ,Valliguières ,,
982 ,name unknown ,Timedout ,Kherbet Rekiza ,
1238 ,name unknown ,Concernade-Barbebelle ,,
1239 ,name unknown ,Montaurone ,,
217 ,name unknown ,Vendres ,,
985 ,name unknown ,Ain Djedied ,,
987 ,name unknown ,Rateriaz ,,galerie de la Rateriaz
476 ,name unknown ,Santa Venera al Pozzo ,,
988 ,name unknown ,Torralba ,,
734 ,name unknown ,Carpow ,Newburgh, Perth ,
991 ,name unknown ,Pago de Escuchagranos ,,
480 ,name unknown ,Viterbo, villa of Mummius Niger Valerius ,,
992 ,name unknown ,Cónchar ,,acueducto romano de los Arcos
994 ,name unknown ,Albánchez ,,
995 ,name unknown ,rambla de Julbena ,,
1253 ,name unknown ,San Pietro Infine ,,
742 ,name unknown ,Pumsaint ,Dolaucothi ,Annell aqueduct
743 ,name unknown ,Pumsaint ,Dolaucothi ,Cothi aqueduct
232 ,name unknown ,Villedieu sur Indre ,,
744 ,name unknown ,Pumsaint ,Dolaucothi ,early Cothi aqueduct
490 ,name unknown ,Umm el Jimal ,ام الجمال ,
746 ,name unknown ,Fendoch ,,
235 ,name unknown ,Altenburg ,Alteburg, Hanau-Mittelbuchen ,
747 ,name unknown ,Fishbourne ,,
748 ,name unknown ,Glenlochar ,,
238 ,name unknown ,Brey ,,
239 ,name unknown ,Düren ,Droversberg ,
240 ,name unknown ,Elsbachtal ,,
241 ,name unknown ,Geisbachtal ,,
242 ,name unknown ,Kaltenengers ,,
1267 ,name unknown ,Villa dei Quintili ,,Diramazione Villa dei Quintili
1268 ,name unknown ,Villa dei Sette Bassi ,,Diramazione Villa dei Sette Bassi
757 ,name unknown ,Tomen y Mur ,,
502 ,name unknown ,Emerange ,Schwaarzaerd ,
1270 ,name unknown ,Msaylha ,,Msaylha aqueduct
503 ,name unknown ,Noertzange ,,
1015 ,name unknown ,Cortijo lapuente ,,
504 ,name unknown ,Walferdange ,,Raschpetzer
249 ,name unknown ,Meddersheim ,,
1273 ,name unknown ,Villarreal ,,
250 ,name unknown ,Miesenheim ,,
762 ,name unknown ,Oppido Lucano ,Villa di Masseria Ciccotti ,
1274 ,name unknown ,Mirebeau-sur-Bèze ,,
251 ,name unknown ,Darscheid ,,
253 ,name unknown ,Oberstimm ,,
509 ,name unknown ,Voerendaal ,,
1021 ,name unknown ,Chisseaux ,,
255 ,name unknown ,Pölich ,,
511 ,name unknown ,Cerro da Vila ,Vilamoura, Loulé ,
379 ,names unknown ,Colle Lungo farms ,,
1027 ,NARBATA ,Khirbet el-Hammam ,,
170 ,NARBO MARTIUM ,Narbonne ,,Cabezac, Les Jasses, Sallèles
171 ,NARBO MARTIUM ,Narbonne ,,La Clape or Moujan
172 ,NARBO MARTIUM ,Narbonne ,,
173 ,NARBO MARTIUM ,Narbonne ,,Fontfroide La Canonade
405 ,NARNIA ,Narni ,,Formina
1229 ,NARONA ,Vid ,,
169 ,NASIUM ,Naix ,Saint Armand sur Ornain ,
80 ,NAVALIA ,Škopalj ,Novalja ,Kolan Cissa
1383 ,NAVIO ,Brough-on-Noe ,,
282 ,NEAPOLIS ,Kavala ,,
1350 ,NEAPOLIS ,Santa Maria di Nabui ,Νεάπολις, Nabui ,
404 ,NEAPOLIS ,Napoli ,,acquedotto della Bolla
178 ,NEMAUSUS ,Nîmes ,,Pont du Gard
1017 ,NEMEA ,,,
944 ,NERSAE ,Nesce ,,
1377 ,NESACTIUM ,Nazakcij ,,
523 ,NEVIODUNUM ,Drnovo pri Krsken ,,
524 ,NEVIODUNUM ,Drnovo pri Krsken ,,
1230 ,NICAEA ,Iznik ,,
684 ,NICOMEDIA ,Izmit ,,
685 ,NICOMEDIA ,Izmit ,,
333 ,NICOPOLIS ,Imwas ,EMMAUS ,
60 ,NICOPOLIS AD ISTRUM ,Nikiup ,,Mussina
61 ,NICOPOLIS AD ISTRUM ,Nikiup ,,
406 ,NICOTERA ,Mortelleto ,,
602 ,NISIBIS ,Nusaybin ,ANTIOCHIA ,
1231 ,NOLA ,Nola ,,
531 ,none ,Bejís ,,Acueducto romano Los Arcos
800 ,none ,Zaorejas ,,
550 ,none ,Manises - Valencia ,,
572 ,none ,Soneja ,,
1097 ,none ,Turia, Valencia ,,riegos valencianos
600 ,none ,Harbaqa dam ,al Harbaqa ,
357 ,none ,Pondel ,Aymaville ,
161 ,none ,Maintenon ,,
185 ,none ,Pézenas ,,Aquaduc de la Mere des Fontaines
192 ,none ,Roquefavour ,,Canal de Marseille
481 ,none ,Viterbo ,,
996 ,none ,Almodóvar del Río ,Fuenreal y Cortijo Nuevo ,
1020 ,none ,recanati ,,
869 ,NORA ,Sant’ Efisio ,,
1328 ,NOTION ,Ahmetbeyli ,,
62 ,NOVAE ,Svishtov ,,
63 ,NOVAE ,Svishtov ,,
252 ,NOVAESIUM ,Neuss ,,
926 ,NOVARIA ,Novara ,,
150 ,NOVIODOUNON DIABLITUM ,Jublains ,NOVIODUNUM ,
592 ,NOVIODUNUM ,Nyon ,DIVONA ,
865 ,NOVIODUNUM ,Isaccea ,,
508 ,NOVIOMAGUS ,Nijmegen ,,
153 ,NOVIOMAGUS LEXOVIORUM ,Lisieux ,,aqueduc de Glos
154 ,NOVIOMAGUS LEXOVIORUM ,Lisieux ,,aqueduc de Vieux-Lisieux
179 ,NOVIOMAGUS VEROMANDUORUM ,Noyon ,,
1141 ,NOVIOREGUM ,Fâ, near Barzan ,,
841 ,NUMANA ,Numana ,,
621 ,NUMLULI ,Henchir el Matria ,,
334 ,NYSA ,Beth Shean ,SCYTHOPOLIS, בֵּית שְׁאָן , بيسان ,north aqueduct
335 ,NYSA ,Beth Shean ,SCYTHOPOLIS, בֵּית שְׁאָן , بيسان ,south aqueduct
683 ,NYSA ,Sultanhisar ,ATHUMBRA ,
408 ,OCRICULUM ,Otricoli ,,
1005 ,OCURRIS ,Ubrique ,,
64 ,ODESSUS ,Varna ,,
65 ,OESCUS ,Gigen ,,
686 ,OINOANDA ,Incealiler ,OENOANDA ,
687 ,OLBA ,Ugra ,DIOCAESAREA, Ura ,
407 ,OLBIA ,Olbia ,,
727 ,OLBIA AD PONTUM ,Parutino ,BORYSTHENES ,
516 ,OLISIPO ,Lisboa ,Carenque, Amadora ,
296 ,OLYMPIA ,Archaia Olympia ,,Nymphaio aqueduct
811 ,OLYMPOS ,Adrasan ,,
297 ,OLYNTHOS ,Nea Olynthos ,,
945 ,OPITERGIUM ,Oderzo ,,
834 ,OPPIDO LUCANO ,,,
1030 ,ORIZA ,Taibe oasis ,,
1349 ,OSCA ,Huesca ,,acueducto de Quicena
544 ,OSSONOBA ,Huelva ,,
409 ,OSTIA ,Ostia Antiqua ,,
46 ,OVILAVA ,Wels ,,
920 ,PAESTUM ,Paestum ,,
604 ,PALMYRA ,Tadmor ,,western aqueduct
1128 ,PALMYRA ,Tadmor ,,northern aqueduct
838 ,PANDATARIA INSULA ,Isola Ventotene ,,
1048 ,PANIONIUM ,south of Güzelçamlı ,,
411 ,PANORMUS ,Palermo ,Panhormus ,
94 ,PAPHOS ,Nea Paphos ,,
907 ,PARAITONION ,Marsa Mathruh ,,
413 ,PARMA ,Parma ,,
688 ,PATARA ,Gelemiş ,Esen Cayi, ARSINOE ,
410 ,PATAVIUM ,Padova ,Padua ,
298 ,PATRA ,Patras ,PATRAE ,
66 ,PAUTALIA ,Kjustendil ,,
1185 ,PELLENE ,,,
414 ,PELORUS ,Capo Peloro ,,
946 ,PELTUINUM ,Civita Ansidonia ,,
1178 ,PEPARETHOS ,Skopelos ,,
691 ,PERGAMUM ,Bergama ,PERGAMON,Πέργαμος ,Kaikos
692 ,PERGAMUM ,Bergama ,PERGAMON,Πέργαμος ,Madra Dağ
693 ,PERGAMUM ,Bergama ,PERGAMON,Πέργαμος ,Selinos
694 ,PERGAMUM ,Bergama ,PERGAMON ,Aksu
1259 ,PERGAMUM ,Bergama ,PERGAMON,Πέργαμος ,Attalos
1260 ,PERGAMUM ,Bergama ,PERGAMON,Πέργαμος ,Demophon
1261 ,PERGAMUM ,Bergama ,PERGAMON ,Geyiklidağ
1262 ,PERGAMUM ,Bergama ,PERGAMON,Πέργαμος ,Apollonius
689 ,PERGE ,Aksu ,PERGA ,Düdenbaşi
690 ,PERGE ,Aksu ,PERGA ,
763 ,PERINTHOS ,Marmara Ereǧlisi ,HERAKLEIA ,
818 ,PERISTA ,,,
1033 ,PERUSIA ,Perugia ,,
695 ,PESSINOUS ,Ballihisar ,,
1186 ,PETALIDI ,Petalidi ,,
492 ,PETRA ,Petra ,,
1382 ,PETUARIA ,Brough on Humber ,,
336 ,PHASAELIS ,Khirbet Fasayil ,Fazael ,
696 ,PHASELIS ,Tekirova ,,
697 ,PHILADELPHEIA ,Alasehir ,,
493 ,PHILIDELPHEIA ,Amman ,,
67 ,PHILIPPOPOLIS ,Plovdiv ,TRIMONTIUM ,
68 ,PHILIPPOPOLIS ,Plovdiv ,TRIMONTIUM ,
415 ,PHILOSOPHIANA ,Sofiana ,,
1067 ,PHILOTERIA ,Beith Jerach Khirbet Kerak ,,
1376 ,PHINTIAS ,Licate ,Φιντίας,PLINTIS, Alicata ,
660 ,PHOCAEA ,Foca ,,
1234 ,PINARA ,,,
